State,County,Jurisdiction,Updated,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,State,County,Jurisdiction,,Total ,Non-Util,Roads,Water,Sewer,Drain,Parks,Library,Fire,Police,GenGov,Schools,Other,,,,,,,,,,,,,
TX,Tarrant,Colleyville,7/20/19,,"$8,075","$4,941","$4,941","$2,491",$643,,,,,,,,,TX,Tarrant,Colleyville,,"$3,721","$3,033","$3,033",$581,$107,,,,,,,,,TX,Tarrant,Colleyville,,"$2,260","$1,508","$1,508",$598,$154,,,,,,,,,TX,Tarrant,Colleyville,,"$1,531",$779,$779,$598,$154,,,,,,,,,TX,Tarrant,Colleyville,,"$2,874","$2,122","$2,122",$598,$154,,,,,,,,,,,,,,,,,,,,,
TX,Tarrant,Ft. Worth,7/20/19,,"$6,552",,"$3,750","$1,758","$1,044",,,,,,,,,TX,Tarrant,Ft. Worth,,"$2,702",,"$2,118",$410,$174,,,,,,,,,TX,Tarrant,Ft. Worth,,"$3,904",,"$3,295",$382,$227,,,,,,,,,TX,Tarrant,Ft. Worth,,"$3,843",,"$3,234",$382,$227,,,,,,,,,TX,Tarrant,Ft. Worth,,"$2,090",,"$1,481",$382,$227,,,,,,,,,,,,,,,,,,,,,
TX,Williamson,Georgetown,7/20/19,,"$10,036",,,"$6,921","$3,115",,,,,,,,,TX,Williamson,Georgetown,,"$1,779",,,"$1,346",$433,,,,,,,,,TX,Williamson,Georgetown,,"$1,606",,,"$1,107",$498,,,,,,,,,TX,Williamson,Georgetown,,"$1,606",,,"$1,107",$498,,,,,,,,,TX,Williamson,Georgetown,,"$1,606",,,"$1,107",$498,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Cache,Logan,2/18/19,,"$4,599","$1,977",$677,"$1,738",$884,,"$1,085",,$56,,,,$159,UT,Cache,Logan,,"$11,388","$1,607",$461,"$6,952","$2,829",,$931,,$56,,,,$159,UT,Cache,Logan,,"$2,462","$2,365","$2,004",$70,$28,,,,$44,,,,$317,UT,Cache,Logan,,"$1,255","$1,158",$779,$70,$28,,,,$44,$18,,,$317,UT,Cache,Logan,,$951,$854,$493,$70,$28,,,,$44,,,,$317,,,,,,,,,,,,,
UT,Davis,Layton,2/18/19,,"$2,205",$540,,"$1,665",,$340,,,$200,,,,,UT,Davis,Layton,,"$2,048","$1,894",,$154,,$494,,,"$1,400",,,,,UT,Davis,Layton,,"$1,664","$1,560",,$104,,"$1,360",,,$200,,,,,UT,Davis,Layton,,"$1,664","$1,560",,$104,,"$1,360",,,$200,,,,,UT,Davis,Layton,,"$1,664","$1,560",,$104,,"$1,360",,,$200,,,,,,,,,,,,,,,,,
UT,Salt Lake,Draper,2/19/19,,"$9,910","$7,813","$1,749","$2,097",,"$1,729","$4,162",,$71,$102,,,,UT,Salt Lake,Draper,,"$6,559","$4,953","$1,202","$1,606",,"$1,729","$1,872",,$75,$75,,,,UT,Salt Lake,Draper,,"$6,569","$6,457","$5,859",$112,,$371,,,$97,$130,,,,UT,Salt Lake,Draper,,"$2,673","$2,561","$2,331",$112,,$137,,,$47,$46,,,,UT,Salt Lake,Draper,,"$1,641","$1,529","$1,275",$112,,$228,,,$5,$21,,,,,,,,,,,,,,,,
UT,Salt Lake,Salt Lake City,2/19/19,,"$5,733","$5,733",$330,,,,"$5,173",,$171,$59,,,,UT,Salt Lake,Salt Lake City,,"$3,539","$3,539",$231,,,$0,"$3,078",,$171,$59,,,,UT,Salt Lake,Salt Lake City,,"$1,986","$1,986","$1,650",,,$0,,,$250,$86,,,,UT,Salt Lake,Salt Lake City,,$502,$502,$429,,,$0,,,$53,$20,,,,UT,Salt Lake,Salt Lake City,,$332,$332,$297,,,$0,,,$25,$10,,,,,,,,,,,,,,,,
UT,Salt Lake,Sandy City,2/19/19,,"$7,740","$5,475",,"$2,265",,$937,"$4,156",,$318,$64,,,,UT,Salt Lake,Sandy City,,"$4,700","$3,038",,"$1,533",$129,$416,"$2,402",,$183,$37,,,,UT,Salt Lake,Sandy City,,"$2,534","$2,285",,$249,,"$1,716",$220,,$189,$160,,,,UT,Salt Lake,Sandy City,,"$1,797","$1,547",,$249,,$857,$126,,$472,$92,,,,UT,Salt Lake,Sandy City,,"$1,153",$903,,$249,,$684,$29,,$169,$21,,,,,,,,,,,,,,,,
UT,Salt Lake,West Jordan City,2/19/19,,"$12,037","$7,550","$2,333","$2,514","$1,973","$1,791","$3,201",,$33,$192,,,,UT,Salt Lake,West Jordan City,,"$6,081","$5,388","$1,690",$389,$305,"$1,024","$2,498",,$26,$150,,,,UT,Salt Lake,West Jordan City,,"$6,282","$5,802","$2,706",$269,$211,"$2,820",,,$158,$118,,,,UT,Salt Lake,West Jordan City,,"$4,875","$4,395","$1,706",$269,$211,"$2,350",,,$263,$76,,,,UT,Salt Lake,West Jordan City,,"$2,911","$2,431",$392,$269,$211,"$1,880",,,$142,$17,,,,,,,,,,,,,,,,
UT,Salt Lake,West Valley City,2/19/19,,"$3,329","$3,329",$377,,,$398,"$2,285",,$81,$188,,,,UT,Salt Lake,West Valley City,,"$2,587","$2,587",$234,,,$181,"$1,943",,$69,$160,,,,UT,Salt Lake,West Valley City,,"$2,146","$2,146","$1,498",,,$185,,,$181,$282,,,,UT,Salt Lake,West Valley City,,"$1,139","$1,139",$565,,,$111,,,$181,$282,,,,UT,Salt Lake,West Valley City,,"$1,017","$1,017",$369,,,$185,,,$181,$282,,,,,,,,,,,,,,,,
UT,Tooele,Tooele,2/19/19,,"$8,630","$2,506",,"$4,609","$1,515",,"$2,168",,$201,$137,,,,UT,Tooele,Tooele,,"$2,813","$2,297",,$134,$382,,"$1,959",,$201,$137,,,,UT,Tooele,Tooele,,$225,$225,,,,,,,$105,$121,,,,UT,Tooele,Tooele,,$225,$225,,$0,$0,,,,$105,$121,,,,UT,Tooele,Tooele,,$114,$114,,$0,$0,,,,$105,$10,,,,,,,,,,,,,,,,
UT,Utah,Payson,2/19/19,,"$6,433","$3,205",,"$1,404","$1,824",,"$2,800",,,$405,,,,UT,Utah,Payson,,"$2,622","$2,405",,$164,$53,,"$2,000",,,$405,,,,UT,Utah,Payson,,"$3,453",$225,,"$1,404","$1,824",,,,$225,,,,,UT,Utah,Payson,,"$3,453",$225,,"$1,404","$1,824",,,,$225,,,,,UT,Utah,Payson,,"$3,453",$225,,"$1,404","$1,824",,,,$225,,,,,,,,,,,,,,,,,
UT,Utah,Provo,2/19/19,,"$6,954","$4,964",$986,$760,"$1,230",$890,"$3,088",,,,,,,UT,Utah,Provo,,"$4,381","$3,999",$657,$177,$205,$556,"$2,786",,,,,,,UT,Utah,Provo,,"$3,263","$2,952","$2,396",$114,$197,$556,,,,,,,,UT,Utah,Provo,,"$1,481","$1,170",$614,$114,$197,$556,,,,,,,,UT,Utah,Provo,,"$1,256",$945,$389,$114,$197,$556,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,Loudoun,Leesburg,3/24/19,,"$11,975",,,"$4,683","$7,292",,,,,,,,,VA,Loudoun,Leesburg,,"$9,596",,,"$3,744","$5,852",,,,,,,,,VA,Loudoun,Leesburg,,"$1,916",,,$749,"$1,167",,,,,,,,,VA,Loudoun,Leesburg,,"$1,916",,,$749,"$1,167",,,,,,,,,VA,Loudoun,Leesburg,,"$1,916",,,$749,"$1,167",,,,,,,,,,,,,,,,,,,,,
VA,Stafford,Stafford Co,7/20/19,,"$13,399","$2,999","$2,999","$6,900","$3,500",,,,,,,,,VA,Stafford,Stafford Co,,"$5,192","$2,999","$2,999","$1,610",$583,,,,,,,,,VA,Stafford,Stafford Co,,"$3,700","$2,036","$2,036","$1,104",$560,,,,,,,,,VA,Stafford,Stafford Co,,"$4,270","$2,606","$2,606","$1,104",$560,,,,,,,,,VA,Stafford,Stafford Co,,"$3,174","$1,510","$1,510","$1,104",$560,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Chittenden,Burlington,3/24/19,,"$5,252","$5,252",$392,,,,"$1,486",$920,$444,$88,,"$1,922",,VT,Chittenden,Burlington,,"$2,626","$2,626",$196,,,,$743,$460,$222,$44,,$961,,VT,Chittenden,Burlington,,"$1,704","$1,704",$736,,,,$418,,$199,$351,,,,VT,Chittenden,Burlington,,"$1,644","$1,644",$676,,,,$418,,$199,$351,,,,VT,Chittenden,Burlington,,"$1,231","$1,231",$262,,,,$422,,$196,$351,,,,,,,,,,,,,,,,
VT,Chittenden,Williston,3/24/19,,"$6,077","$6,077",$707,,,,"$1,300",,,,,"$4,070",,VT,Chittenden,Williston,,"$2,961","$2,961",$546,,,,"$1,027",,,,,"$1,388",,VT,Chittenden,Williston,,$700,$700,$700,,,,,,,,,,,VT,Chittenden,Williston,,$700,$700,$700,,,,,,,,,,,VT,Chittenden,Williston,,$700,$700,$700,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,Clark,Vancouver,2/19/19,,"$14,457","$9,357","$1,915","$2,360","$2,740",,"$2,255",,,,,"$5,187",,WA,Clark,Vancouver,,"$8,602","$7,412","$1,345",$551,$639,,"$1,648",,,,,"$4,420",,WA,Clark,Vancouver,,"$9,357","$8,592","$8,592",$354,$411,,,,,,,,,WA,Clark,Vancouver,,"$2,968","$2,203","$2,203",$354,$411,,,,,,,,,WA,Clark,Vancouver,,"$2,160","$1,395","$1,395",$354,$411,,,,,,,,,,,,,,,,,,,,,
WA,Cowlitz,Woodland,2/20/19,,"$16,645","$8,484",$838,"$3,241","$4,920",,"$1,116",,"$1,530",,,"$5,000",,WA,Cowlitz,Woodland,,"$5,234","$4,627",$520,$324,$283,,$831,,"$1,426",,,"$1,850",,WA,Cowlitz,Woodland,,$999,$510,,$226,$263,,,,$510,,,,,WA,Cowlitz,Woodland,,$999,$510,,$226,$263,,,,$510,,,,,WA,Cowlitz,Woodland,,$999,$510,,$226,$263,,,,$510,,,,,,,,,,,,,,,,,
WA,King,King Co,2/20/19,,"$8,364","$8,364",,,,,,,,,,"$8,364",,WA,King,King Co,,"$3,759","$3,759",$0,,,,,,,,,"$3,759",,WA,King,King Co,,,,,,,,,,,,,,,WA,King,King Co,,,,,,,,,,,,,,,WA,King,King Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,King,Bellevue,7/24/19,,"$5,139","$5,139","$5,139",,,,,,,,,,,WA,King,Bellevue,,"$2,826","$2,826","$2,826",,,,,,,,,,,WA,King,Bellevue,,"$11,720","$11,720","$11,720",,,,,,,,,,,WA,King,Bellevue,,"$7,840","$7,840","$7,840",,,,,,,,,,,WA,King,Bellevue,,"$5,670","$5,670","$5,670",,,,,,,,,,,,,,,,,,,,,,,
WA,King,Bothell,7/23/19,,"$36,620","$28,745","$7,005","$4,828","$3,047","$1,333","$4,165",,$204,,,"$16,038",,WA,King,Bothell,,"$11,925","$10,317","$4,222","$1,100",$508,$667,"$3,412",,$198,,,"$1,818",,WA,King,Bothell,,"$16,834","$15,537","$13,370",$810,$488,$667,"$1,130",,$370,,,,,WA,King,Bothell,,"$17,634","$16,337","$14,430",$810,$488,$667,"$1,130",,$110,,,,,WA,King,Bothell,,"$11,804","$10,507","$8,670",$810,$488,$667,"$1,130",,$40,,,,,,,,,,,,,,,,,
WA,King,Issaquqh,2/20/19,,"$31,871","$31,871","$9,741",,,,"$5,660",,$821,$209,$163,"$15,276",,WA,King,Issaquqh,,"$18,171","$18,171","$6,024",,,,"$6,360",,"$1,126",$173,$88,"$4,399",,WA,King,Issaquqh,,"$31,177","$31,177","$23,780",,,,"$5,477",,$840,"$1,030",$50,,,WA,King,Issaquqh,,"$19,010","$19,010","$13,010",,,,"$5,550",,$260,$140,$50,,,WA,King,Issaquqh,,"$10,570","$10,570","$8,510",,,,"$1,610",,$260,$140,$50,,,,,,,,,,,,,,,
WA,King,Kirkland,2/20/19,,"$35,643","$22,568","$5,533","$9,969","$3,106",$508,"$4,168",,,,,"$12,359",,WA,King,Kirkland,,"$11,520","$7,206","$3,154","$2,326","$1,988",$195,"$3,168",,,,,$689,,WA,King,Kirkland,,"$7,933","$5,841","$5,450","$1,595",$497,$391,,,,,,,,WA,King,Kirkland,,"$11,283","$9,191","$8,800","$1,595",$497,$391,,,,,,,,WA,King,Kirkland,,"$8,893","$6,801","$6,410","$1,595",$497,$391,,,,,,,,,,,,,,,,,,,,
WA,Kitsap,Kitsap Co,2/20/19,,"$2,782","$2,782",$699,,,,$704,,,,,"$1,379",,WA,Kitsap,Kitsap Co,,"$1,575","$1,575",$542,,,,$311,,,,,$722,,WA,Kitsap,Kitsap Co,,"$3,270","$3,270","$3,270",,,,,,,,,,,WA,Kitsap,Kitsap Co,,$720,$720,$720,,,,,,,,,,,WA,Kitsap,Kitsap Co,,$370,$370,$370,,,,,,,,,,,,,,,,,,,,,,,
WA,Pierce,Pierce Co,7/24/19,,"$10,801","$10,801","$4,479",,,,"$2,552",,,,,"$3,770",,WA,Pierce,Pierce Co,,"$7,612","$7,612","$3,060",,,,"$2,552",,,,,"$2,000",,WA,Pierce,Pierce Co,,"$5,473","$5,473","$5,473",,,,,,,,,,,WA,Pierce,Pierce Co,,"$5,318","$5,318","$5,318",,,,,,,,,,,WA,Pierce,Pierce Co,,"$2,148","$2,148","$2,148",,,,,,,,,,,,,,,,,,,,,,,
WA,Skagit,Anacortes,2/20/19,,"$20,436","$6,408","$2,731","$4,254","$9,774","$3,062",$615,,,,,,,WA,Skagit,Anacortes,,"$9,959","$3,046",$900,"$5,284","$1,629","$1,531",$615,,,,,,,WA,Skagit,Anacortes,,"$3,386","$1,531",,$291,"$1,564","$1,531",,,,,,,,WA,Skagit,Anacortes,,"$3,386","$1,531",,$291,"$1,564","$1,531",,,,,,,,WA,Skagit,Anacortes,,"$3,386","$1,531",,$291,"$1,564","$1,531",,,,,,,,,,,,,,,,,,,,
WA,Skagit,Burlington,2/20/19,,"$7,676","$4,546","$2,682",,"$3,130",$955,$655,,$254,,,,,WA,Skagit,Burlington,,"$5,536","$3,033","$1,646",,"$2,503",$478,$655,,$254,,,,,WA,Skagit,Burlington,,"$11,507","$11,078","$9,903",,$429,$478,$478,,$219,,,,,WA,Skagit,Burlington,,"$5,582","$5,153","$3,956",,$429,$478,$500,,$219,,,,,WA,Skagit,Burlington,,"$4,201","$3,772","$2,575",,$429,$478,$500,,$219,,,,,,,,,,,,,,,,,
WA,Snohomish,Snohomish Co,2/20/19,,"$7,255","$7,255","$2,192",,,,$691,,,,,"$4,373",,WA,Snohomish,Snohomish Co,,"$5,989","$5,989","$2,192",,,,$462,,,,,"$3,335",,WA,Snohomish,Snohomish Co,,"$9,829","$9,829","$9,829",,,,,,,,,,,WA,Snohomish,Snohomish Co,,"$2,521","$2,521","$2,521",,,,,,,,,,,WA,Snohomish,Snohomish Co,,"$1,596","$1,596","$1,596",,,,,,,,,,,,,,,,,,,,,,,
WA,Thurston,Olympia,2/20/19,,"$14,242","$14,242","$3,498",,,,"$5,446",,,,,"$5,298",,WA,Thurston,Olympia,,"$8,517","$8,517","$2,293",,,,"$3,704",,,,,"$2,520",,WA,Thurston,Olympia,,"$5,340","$5,340","$5,340",,,,,,,,,,,WA,Thurston,Olympia,,"$7,520","$7,520","$7,520",,,,,,,,,,,WA,Thurston,Olympia,,"$4,330","$4,330","$4,330",,,,,,,,,,,,,,,,,,,,,,,
WA,Thurston,Tumwater,2/20/19,,"$8,307","$8,307","$2,753",,,,"$1,279",,,,,"$4,275",,WA,Thurston,Tumwater,,"$4,907","$4,907","$1,787",,,,"$1,086",,,,,"$2,034",,WA,Thurston,Tumwater,,"$4,272","$4,272","$4,272",,,,,,,,,,,WA,Thurston,Tumwater,,"$5,328","$5,328","$5,328",,,,,,,,,,,WA,Thurston,Tumwater,,"$3,853","$3,853","$3,853",,,,,,,,,,,,,,,,,,,,,,,
WA,Whatcom,Bellingham,2/20/19,,"$20,947","$8,866","$1,931","$4,444","$7,637",$678,"$4,015",,,,,"$2,242",,WA,Whatcom,Bellingham,,"$7,178","$4,808","$1,185","$1,097","$1,273",$452,"$2,942",,,,,$229,,WA,Whatcom,Bellingham,,"$10,572","$8,638","$7,132",$711,"$1,222","$1,507",,,,,,,,WA,Whatcom,Bellingham,,"$5,686","$3,753","$2,849",$711,"$1,222",$904,,,,,,,,WA,Whatcom,Bellingham,,"$5,295","$3,361","$1,855",$711,"$1,222","$1,507",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,Jefferson,Jefferson Co,4/4/19,,"$6,423","$6,423",,,,,$458,,$50,$168,,"$5,747",,WV,Jefferson,Jefferson Co,,"$4,513","$4,513",,,,,$337,,$38,$123,,"$4,015",,WV,Jefferson,Jefferson Co,,,,,,,,,,,,,,,WV,Jefferson,Jefferson Co,,,,,,,,,,,,,,,WV,Jefferson,Jefferson Co,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI,Dane,Fitchburg,9/30/15,,"$5,973","$4,900",,"$1,073",,,"$4,900",,,,,,,WI,Dane,Fitchburg,,"$5,530","$4,457",,"$1,073",,,"$4,457",,,,,,,WI,Dane,Fitchburg,,,,,,,,,,,,,,,WI,Dane,Fitchburg,,,,,,,,,,,,,,,WI,Dane,Fitchburg,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI,Jefferson,Oconomowoc,3/24/19,,"$6,148","$3,120",$117,$931,"$2,097",,"$2,796",,,$207,,,,WI,Jefferson,Oconomowoc,,"$15,135","$3,029",$103,"$3,721","$8,385",,"$2,796",,,$130,,,,WI,Jefferson,Oconomowoc,,"$3,062",$660,$405,$341,"$2,061",,,,,$255,,,,WI,Jefferson,Oconomowoc,,"$3,062",$660,$405,$341,"$2,061",,,,,$255,,,,WI,Jefferson,Oconomowoc,,"$2,919",$517,$405,$341,"$2,061",,,,,$112,,,,,,,,,,,,,,,,
WI,Ozaukee,Cedarburg,3/24/19,,"$6,505","$3,080",,"$1,973","$1,452",,"$1,198",$878,,"$1,004",,,,WI,Ozaukee,Cedarburg,,"$4,490","$2,046",,"$1,480",$964,,$796,$583,,$667,,,,WI,Ozaukee,Cedarburg,,$760,$212,,$316,$232,,,,,$212,,,,WI,Ozaukee,Cedarburg,,$760,$212,,$316,$232,,,,,$212,,,,WI,Ozaukee,Cedarburg,,$760,$212,,$316,$232,,,,,$212,,,,,,,,,,,,,,,,
WI,St Croix,Hudson,3/24/19,,"$2,839","$1,297",,"$1,177",$365,$785,,$512,,,,,,WI,St Croix,Hudson,,"$1,928",$622,,$941,$365,$366,,$256,,,,,,WI,St Croix,Hudson,,"$2,560",$673,,"$1,440",$447,$673,,,,,,,,WI,St Croix,Hudson,,"$1,536",$404,,$864,$268,$404,,,,,,,,WI,St Croix,Hudson,,"$2,560",$673,,"$1,440",$447,$673,,,,,,,,,,,,,,,,,,,,
